frame 1:(193,257), (175,269), (135,241), (119,169), (118,72), (130,260), (111,95)
frame 2:(193,257), (175,269), (135,241), (119,169), (119,72), (130,260), (113,95)
frame 3:(193,257), (175,269), (135,241), (120,169), (120,72), (130,260), (113,95)
frame 4:(193,258), (176,269), (135,241), (120,169), (121,72), (130,260), (114,95)
frame 5:(193,258), (176,269), (135,241), (120,169), (121,72), (130,260), (115,95)
frame 6:(193,258), (175,269), (135,241), (121,169), (122,72), (130,260), (116,95)
frame 7:(193,258), (176,269), (135,241), (121,169), (123,72), (130,260), (116,95)
frame 8:(193,258), (175,269), (135,241), (121,169), (124,72), (130,260), (117,95)
frame 9:(193,258), (175,269), (135,241), (121,169), (124,72), (130,260), (117,95)
frame 10:(193,258), (175,269), (135,241), (122,169), (125,72), (130,260), (118,95)
frame 11:(193,258), (175,269), (135,241), (122,170), (126,72), (130,260), (118,95)
frame 12:(193,258), (175,269), (135,241), (123,170), (126,72), (130,260), (119,96)
frame 13:(193,258), (175,269), (136,241), (123,170), (127,72), (130,260), (119,96)
frame 14:(193,258), (175,269), (136,241), (123,170), (127,72), (130,260), (120,96)
frame 15:(193,258), (175,269), (136,242), (123,170), (128,72), (130,260), (120,96)
frame 16:(193,258), (175,269), (136,242), (123,170), (128,72), (130,260), (121,96)
frame 17:(194,258), (175,269), (136,242), (124,170), (129,73), (130,261), (121,96)
frame 18:(194,258), (175,269), (136,242), (124,170), (129,73), (130,261), (121,96)
frame 19:(194,258), (175,269), (136,242), (124,170), (130,73), (130,260), (122,96)
frame 20:(194,258), (175,269), (136,242), (124,170), (131,73), (130,260), (123,96)
frame 21:(193,258), (175,269), (136,242), (124,171), (131,73), (130,260), (123,96)
frame 22:(193,258), (175,269), (136,242), (125,171), (132,73), (130,260), (124,96)
frame 23:(193,258), (175,269), (136,242), (125,171), (133,73), (130,260), (125,96)
frame 24:(194,258), (175,269), (136,242), (126,171), (134,73), (130,260), (125,96)
frame 25:(194,258), (175,269), (136,242), (126,171), (135,73), (130,260), (126,97)
frame 26:(194,258), (176,269), (136,242), (127,171), (136,73), (130,260), (127,97)
frame 27:(194,258), (176,269), (136,242), (127,171), (137,73), (130,260), (128,97)
frame 28:(194,258), (176,269), (136,242), (128,171), (137,74), (130,260), (128,97)
frame 29:(194,258), (176,269), (136,242), (128,171), (138,74), (130,260), (129,97)
frame 30:(194,258), (176,269), (136,242), (128,171), (139,74), (130,260), (130,97)
frame 31:(194,258), (176,269), (136,242), (129,171), (140,74), (130,260), (130,97)
frame 32:(194,258), (176,269), (136,242), (129,171), (140,74), (130,260), (131,97)
frame 33:(194,258), (176,269), (136,242), (129,171), (141,74), (130,260), (132,97)
frame 34:(194,258), (176,269), (136,242), (129,171), (142,74), (130,260), (132,97)
frame 35:(194,258), (176,269), (136,242), (130,171), (142,74), (130,260), (133,97)
frame 36:(194,258), (176,269), (136,242), (130,171), (143,74), (130,260), (133,98)
frame 37:(194,258), (176,269), (136,242), (130,171), (144,75), (130,260), (134,98)
frame 38:(194,258), (176,269), (136,242), (131,171), (144,75), (130,260), (135,98)
frame 39:(194,258), (176,269), (136,242), (131,172), (145,75), (130,260), (135,98)
frame 40:(194,258), (176,269), (136,242), (132,172), (146,75), (130,260), (136,98)
frame 41:(194,258), (176,269), (136,242), (132,172), (147,75), (130,260), (136,98)
frame 42:(194,258), (176,269), (136,242), (132,172), (148,75), (130,260), (137,98)
frame 43:(194,258), (176,269), (136,242), (133,172), (148,75), (130,260), (138,98)
frame 44:(194,258), (176,269), (136,242), (133,172), (149,75), (130,260), (138,98)
frame 45:(194,258), (176,269), (136,242), (133,172), (149,75), (130,260), (139,98)
frame 46:(194,258), (176,269), (136,242), (133,172), (150,76), (130,260), (139,98)
frame 47:(194,258), (175,269), (136,242), (133,172), (150,76), (130,260), (140,99)
frame 48:(194,259), (175,269), (136,242), (134,172), (151,76), (130,260), (141,99)
frame 49:(194,259), (176,269), (136,242), (134,172), (152,76), (130,261), (141,99)
frame 50:(194,259), (176,269), (136,242), (135,172), (153,76), (130,261), (142,99)
frame 51:(194,259), (175,269), (136,242), (135,173), (154,76), (130,261), (143,99)
frame 52:(194,259), (176,270), (137,242), (135,173), (154,76), (130,261), (143,99)
frame 53:(194,259), (175,270), (137,242), (135,173), (155,77), (130,261), (144,99)
frame 54:(194,259), (175,270), (137,242), (136,173), (155,77), (130,261), (144,99)
frame 55:(194,259), (175,270), (137,242), (136,173), (156,77), (130,261), (145,99)
frame 56:(194,259), (175,270), (137,242), (136,173), (157,77), (130,261), (145,99)
frame 57:(194,259), (175,270), (137,242), (136,173), (157,77), (130,261), (146,100)
frame 58:(194,260), (175,270), (137,242), (137,173), (158,77), (130,261), (146,100)
frame 59:(194,260), (175,270), (137,242), (137,173), (159,78), (130,261), (147,100)
frame 60:(194,260), (175,270), (137,242), (137,173), (159,78), (130,261), (148,100)
frame 61:(194,260), (175,270), (137,242), (138,173), (160,78), (130,261), (148,100)
frame 62:(194,260), (175,270), (137,242), (138,173), (161,78), (130,261), (149,100)
frame 63:(194,260), (175,270), (137,242), (139,173), (162,78), (130,260), (150,100)
frame 64:(194,260), (175,270), (137,242), (139,173), (163,78), (130,260), (151,100)
frame 65:(194,260), (175,270), (137,242), (139,173), (164,78), (130,260), (152,100)
frame 66:(194,260), (175,270), (137,242), (140,173), (165,78), (130,260), (152,100)
frame 67:(194,260), (175,270), (138,242), (140,173), (165,78), (130,260), (153,100)
frame 68:(194,260), (175,270), (138,241), (141,173), (166,78), (130,260), (154,100)
frame 69:(194,260), (175,270), (138,241), (141,173), (167,79), (130,260), (155,100)
frame 70:(194,260), (175,270), (138,241), (142,173), (168,79), (131,260), (156,100)
frame 71:(194,260), (175,270), (138,241), (142,173), (169,79), (131,260), (157,100)
frame 72:(194,260), (175,270), (138,241), (142,173), (170,79), (131,260), (158,100)
frame 73:(194,260), (175,270), (138,241), (143,172), (171,79), (131,259), (159,100)
frame 74:(194,260), (175,270), (138,240), (143,172), (172,79), (131,259), (159,100)
frame 75:(194,260), (175,270), (138,240), (144,172), (173,79), (131,259), (160,100)
frame 76:(194,260), (175,270), (139,240), (144,172), (174,79), (131,259), (161,100)
frame 77:(194,260), (175,270), (139,240), (145,172), (176,79), (131,259), (162,100)
frame 78:(194,260), (175,270), (139,240), (146,172), (177,79), (132,259), (163,100)
frame 79:(194,260), (175,270), (139,239), (146,171), (178,79), (132,258), (164,100)
frame 80:(194,260), (175,270), (139,239), (147,171), (180,79), (132,258), (166,100)
frame 81:(194,260), (175,270), (140,238), (147,171), (181,79), (132,258), (167,100)
frame 82:(194,260), (175,270), (140,238), (148,170), (183,79), (132,257), (168,100)
frame 83:(194,260), (175,270), (140,237), (149,170), (184,79), (133,257), (170,99)
frame 84:(194,260), (175,270), (140,237), (150,169), (186,79), (133,257), (171,99)
frame 85:(194,260), (175,270), (140,236), (151,169), (187,78), (133,256), (173,99)
frame 86:(195,260), (175,270), (140,235), (152,168), (189,78), (133,256), (174,99)
frame 87:(195,260), (175,270), (141,235), (153,168), (191,78), (134,255), (176,98)
frame 88:(195,260), (175,269), (141,234), (154,167), (193,78), (134,254), (178,98)
frame 89:(195,260), (175,269), (141,233), (155,166), (195,78), (134,254), (180,98)
frame 90:(195,260), (175,269), (142,232), (156,166), (198,77), (134,253), (182,97)
frame 91:(195,260), (175,269), (142,231), (157,165), (200,77), (134,251), (184,97)
frame 92:(195,260), (175,269), (143,230), (159,164), (203,77), (135,250), (187,97)
frame 93:(196,260), (175,269), (144,229), (160,163), (205,76), (135,249), (189,96)
frame 94:(196,261), (175,269), (144,228), (162,162), (208,76), (136,248), (192,95)
frame 95:(196,261), (175,268), (145,226), (164,161), (211,76), (136,246), (194,95)
frame 96:(197,261), (175,268), (146,225), (165,160), (214,75), (137,245), (197,94)
frame 97:(197,262), (175,268), (147,224), (167,159), (217,75), (137,243), (200,94)
frame 98:(197,262), (176,268), (148,223), (169,158), (220,74), (138,241), (203,93)
frame 99:(198,262), (176,267), (149,221), (171,156), (224,74), (139,240), (205,92)
frame 100:(198,263), (176,267), (150,220), (173,155), (227,74), (140,238), (208,92)
frame 101:(198,263), (176,267), (152,218), (175,154), (230,74), (141,236), (211,91)
