frame 102:(198,263), (176,267), (153,217), (178,153), (234,73), (143,234), (215,91)
frame 103:(198,263), (177,267), (154,215), (180,151), (238,73), (144,233), (218,90)
frame 104:(199,263), (177,267), (156,214), (183,150), (241,73), (146,231), (221,90)
frame 105:(199,263), (177,267), (158,212), (185,149), (245,72), (147,228), (225,89)
frame 106:(199,263), (177,266), (160,210), (188,148), (249,72), (149,227), (229,88)
frame 107:(199,262), (178,266), (162,209), (191,146), (253,72), (151,224), (232,88)
frame 108:(199,262), (178,265), (164,207), (195,145), (258,72), (153,222), (237,87)
frame 109:(199,262), (179,265), (166,205), (198,144), (262,71), (155,219), (241,87)
frame 110:(199,261), (179,263), (168,203), (202,142), (266,71), (157,216), (245,87)
frame 111:(200,260), (180,262), (171,201), (205,141), (272,71), (159,213), (250,86)
frame 112:(200,259), (181,260), (174,199), (209,139), (277,71), (162,211), (255,86)
frame 113:(201,258), (182,258), (177,196), (213,138), (282,71), (165,208), (260,85)
frame 114:(202,257), (184,256), (180,194), (218,137), (287,70), (168,205), (265,85)
frame 115:(204,256), (185,254), (184,192), (223,135), (292,70), (171,203), (270,84)
frame 116:(205,255), (187,252), (188,190), (227,134), (298,70), (175,200), (276,83)
frame 117:(207,254), (190,250), (192,188), (232,133), (303,69), (179,198), (281,83)
frame 118:(210,252), (192,247), (196,186), (237,132), (309,69), (183,196), (287,83)
frame 119:(212,251), (195,245), (200,184), (242,131), (314,69), (187,194), (292,82)
frame 120:(216,250), (199,244), (204,183), (246,130), (320,68), (191,192), (297,82)
frame 121:(219,249), (203,243), (209,182), (251,129), (325,68), (195,191), (302,81)
frame 122:(224,248), (207,242), (213,181), (256,129), (330,67), (200,191), (308,81)
frame 123:(229,248), (212,241), (218,181), (261,128), (335,67), (205,191), (313,80)
frame 124:(234,248), (218,241), (223,181), (266,128), (340,66), (210,191), (318,79)
frame 125:(240,248), (223,241), (228,181), (271,128), (345,66), (214,192), (322,79)
frame 126:(247,248), (230,241), (233,182), (276,128), (350,65), (220,193), (328,79)
frame 127:(254,249), (236,242), (238,183), (281,129), (355,65), (225,194), (333,79)
frame 128:(260,249), (243,244), (244,184), (285,129), (359,65), (230,196), (337,79)
frame 129:(268,250), (250,245), (249,186), (291,130), (364,64), (235,199), (342,79)
frame 130:(275,252), (258,247), (255,188), (296,131), (369,64), (241,201), (347,79)
frame 131:(283,253), (266,249), (261,190), (301,132), (373,64), (247,204), (352,79)
frame 132:(291,254), (274,251), (267,192), (307,133), (378,63), (253,207), (357,79)
frame 133:(300,256), (283,253), (273,195), (312,135), (382,63), (259,210), (361,80)
frame 134:(309,257), (292,255), (279,198), (317,137), (387,63), (265,211), (366,80)
frame 135:(317,259), (301,257), (286,201), (323,139), (391,63), (272,215), (371,80)
frame 136:(326,261), (309,260), (293,204), (329,141), (395,63), (279,219), (375,81)
frame 137:(335,263), (319,262), (300,208), (334,143), (399,63), (286,223), (379,82)
frame 138:(345,264), (328,264), (307,211), (340,145), (403,64), (294,227), (383,83)
frame 139:(354,266), (338,267), (315,214), (346,148), (407,64), (301,231), (388,83)
frame 140:(364,268), (348,269), (323,218), (352,150), (411,64), (309,235), (392,84)
frame 141:(374,270), (358,271), (331,222), (358,152), (415,64), (317,239), (396,85)
frame 142:(384,271), (369,273), (338,225), (364,154), (418,65), (325,244), (400,86)
frame 143:(395,273), (379,276), (347,229), (371,157), (422,65), (326,246), (404,87)
frame 144:(405,274), (390,277), (355,232), (377,159), (425,66), (326,246), (408,88)
frame 145:(416,275), (401,279), (364,235), (383,161), (428,66), (326,246), (412,89)
frame 146:(426,276), (412,281), (372,239), (389,164), (431,66), (326,246), (416,90)
frame 147:(437,277), (423,282), (381,241), (396,165), (434,67), (326,246), (419,91)
frame 148:(447,278), (434,283), (391,244), (402,167), (437,67), (326,246), (423,91)
frame 149:(458,278), (445,284), (400,246), (408,169), (439,68), (326,246), (426,92)
frame 150:(469,279), (456,285), (409,248), (415,170), (442,69), (326,246), (429,93)
frame 151:(479,279), (467,285), (418,250), (421,172), (444,69), (326,246), (432,94)
frame 152:(490,279), (478,286), (427,252), (427,173), (446,69), (326,246), (435,95)
frame 153:(500,278), (489,286), (437,253), (433,174), (448,70), (326,246), (438,96)
frame 154:(510,277), (499,285), (445,254), (440,175), (450,71), (326,246), (441,96)
frame 155:(520,276), (510,285), (454,255), (446,176), (452,71), (326,246), (444,97)
frame 156:(530,275), (520,284), (463,256), (451,177), (454,72), (326,246), (447,98)
frame 157:(540,274), (529,283), (471,256), (457,177), (455,72), (326,246), (449,98)
frame 158:(549,273), (538,282), (479,256), (463,177), (457,73), (327,245), (452,99)
frame 159:(557,272), (547,281), (487,256), (468,178), (459,73), (327,245), (455,99)
frame 160:(565,270), (555,279), (494,256), (472,177), (462,74), (327,245), (458,100)
frame 161:(571,269), (562,278), (501,256), (477,178), (464,75), (327,245), (460,100)
frame 162:(577,268), (568,278), (506,255), (481,178), (467,75), (327,245), (464,101)
frame 163:(582,268), (573,278), (511,255), (485,178), (470,75), (327,245), (467,101)
frame 164:(586,269), (576,278), (514,256), (489,178), (474,75), (327,245), (471,101)
frame 165:(589,270), (579,279), (517,256), (492,178), (478,76), (327,245), (475,101)
